primary_title,runtime_minutes,genres,average_rating,num_votes,directors,writers,studio,year,release_date,production_budget,domestic_gross,worldwide_gross,foreign_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western
Source Code,93.0,"['Action', 'Drama', 'Sci-Fi']",7.5,452036.0,nm1512910,nm1618286,Sum.,2011,2011-04-01,32000000.0,54712227.0,140428499.0,85716272.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Black Swan,108.0,"['Drama', 'Thriller']",8.0,648854.0,nm0004716,"nm2114730,nm0374560,nm0572352",FoxS,2010,2010-12-03,13000000.0,106954678.0,331266710.0,224312032.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Green Zone,115.0,"['Action', 'Drama', 'Thriller']",6.8,122132.0,nm0339030,"nm0001338,nm2418487",Uni.,2010,2010-03-12,100000000.0,35497337.0,97523020.0,62025683.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
The Amazing Spider-Man,136.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,525632.0,nm1989536,"nm0888743,nm0765091,nm0460141,nm0498278,nm0228492",Sony,2012,2012-07-03,220000000.0,262030663.0,757890267.0,495859604.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Killer Inside Me,109.0,"['Crime', 'Drama', 'Horror']",6.1,31727.0,nm0935863,"nm0192845,nm0860292",IFC,2010,2010-06-18,13000000.0,217277.0,3617277.0,3400000.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Robin Hood,140.0,"['Action', 'Adventure', 'Drama']",6.6,239480.0,nm0000631,"nm0001338,nm0717550,nm0903456",Uni.,2010,2010-05-14,210000000.0,105487148.0,322459006.0,216971858.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Sorcerer's Apprentice,109.0,"['Action', 'Adventure', 'Family']",6.1,143862.0,nm0005509,"nm0465199,nm0742797,nm2188941,nm1215164,nm0076166",BV,2010,2010-07-14,160000000.0,63150991.0,217986320.0,154835329.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Fighter,116.0,"['Biography', 'Drama', 'Sport']",7.8,316539.0,nm0751102,"nm0798788,nm0848496,nm2053216,nm2565612",Par.,2010,2010-12-10,11000000.0,93617009.0,129262388.0,35645379.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Hugo,126.0,"['Adventure', 'Drama', 'Family']",7.5,284869.0,nm0000217,"nm0517589,nm2561765",Par.,2011,2011-11-23,180000000.0,73864507.0,180047784.0,106183277.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Little Fockers,98.0,"['Comedy', 'Romance']",5.5,99222.0,nm0919369,"nm0357453,nm0836001,nm0322839,nm0164898",Uni.,2010,2010-12-22,100000000.0,148438600.0,310650574.0,162211974.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Justice League,120.0,"['Action', 'Adventure', 'Fantasy']",6.5,329135.0,nm0811583,"nm0796950,nm0795975,nm0006516,nm0811583,nm0923736,nm1189346,nm0004170,nm0277730,nm0551376,nm0456158",WB,2017,2017-11-17,300000000.0,229024295.0,655945209.0,426920914.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Sucker Punch,110.0,"['Action', 'Adventure', 'Fantasy']",6.1,218371.0,nm0811583,"nm0811583,nm0793122",WB,2011,2011-03-25,75000000.0,36392502.0,89758389.0,53365887.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Chronicles of Narnia: The Voyage of the Dawn Treader,113.0,"['Adventure', 'Family', 'Fantasy']",6.3,129663.0,nm0000776,"nm1321655,nm1321656,nm0678104,nm0507000",Fox,2010,2010-12-10,155000000.0,104386950.0,418186950.0,313800000.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
The Adventures of Tintin,107.0,"['Action', 'Adventure', 'Animation']",7.3,202430.0,nm0000229,"nm0378960,nm0595590,nm0942367,nm0180428",Par.,2011,2011-12-21,130000000.0,77591831.0,373993951.0,296402120.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Machete,105.0,"['Action', 'Crime', 'Thriller']",6.6,182320.0,"nm0001675,nm0542450","nm0001675,nm0736155",Fox,2010,2010-09-03,12500000.0,26593646.0,46370970.0,19777324.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dear John,108.0,"['Drama', 'Romance', 'War']",6.3,128657.0,nm0002120,"nm1956691,nm0817023",SGem,2010,2010-02-05,25000000.0,80014842.0,142033509.0,62018667.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
The Green Hornet,119.0,"['Action', 'Comedy', 'Crime']",5.8,148622.0,nm0327273,"nm0736622,nm1698571,nm0872077",Sony,2011,2011-01-14,110000000.0,98780042.0,229155503.0,130375461.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hanna,111.0,"['Action', 'Drama', 'Thriller']",6.8,179178.0,nm0942504,"nm2605946,nm1016333",Focus,2011,2011-04-08,30000000.0,40259119.0,65343694.0,25084575.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
The Wolf of Wall Street,180.0,"['Biography', 'Crime', 'Drama']",8.2,1035358.0,nm0000217,"nm1010540,nm0067789",Par.,2013,2013-12-25,100000000.0,116900694.0,389870414.0,272969720.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Straw Dogs,110.0,"['Action', 'Drama', 'Thriller']",5.8,30924.0,nm0527109,"nm0527109,nm0329051,nm0001603,nm0930684",SGem,2011,2011-09-16,25000000.0,10324441.0,11253821.0,929380.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Megamind,95.0,"['Action', 'Animation', 'Comedy']",7.3,207488.0,nm0569891,"nm0774786,nm2523794",P/DW,2010,2010-11-05,130000000.0,148415853.0,321887208.0,173471355.0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Young Messiah,111.0,"['Drama', 'Fantasy']",5.6,2882.0,nm0637493,"nm0723351,nm0637492,nm0637493",Focus,2016,2016-03-11,16800000.0,6469813.0,7313697.0,843884.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Alice in Wonderland,108.0,"['Adventure', 'Family', 'Fantasy']",6.5,358813.0,nm0000318,"nm0941314,nm0140902",BV,2010,2010-03-05,200000000.0,334191110.0,1025491110.0,691300000.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Child 44,137.0,"['Crime', 'Drama', 'History']",6.5,59477.0,nm1174251,"nm0697115,nm1602547,nm1195553",LG/S,2015,2015-04-17,50000000.0,1224330.0,8004221.0,6779891.0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
The Runaways,106.0,"['Biography', 'Drama', 'Music']",6.6,43792.0,nm0797455,"nm0797455,nm0192947",App.,2010,2010-03-19,9500000.0,3573673.0,5278632.0,1704959.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Our Brand Is Crisis,107.0,"['Comedy', 'Drama']",6.1,19033.0,nm0337773,"nm1354496,nm1661186",WB,2015,2015-10-30,28000000.0,7002261.0,8594558.0,1592297.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Centurion,97.0,"['Action', 'Adventure', 'Drama']",6.4,74085.0,nm0551076,nm0551076,Magn.,2010,2010-08-27,15000000.0,123570.0,7885048.0,7761478.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Argo,120.0,"['Biography', 'Drama', 'Thriller']",7.7,534683.0,nm0000255,"nm0006516,nm5410196,nm2646452",WB,2012,2012-10-12,44500000.0,136025503.0,227140757.0,91115254.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Secretariat,123.0,"['Biography', 'Drama', 'Family']",7.2,24536.0,nm0908824,"nm0723692,nm0618720",BV,2010,2010-10-08,35000000.0,59699513.0,60376247.0,676734.0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Poltergeist,93.0,"['Horror', 'Thriller']",4.9,51538.0,nm1481493,"nm1865755,nm0000229,nm0334457,nm0896131",Fox,2015,2015-05-22,35000000.0,47425125.0,95713069.0,48287944.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
The Warrior's Way,100.0,"['Action', 'Fantasy', 'Western']",6.3,24271.0,nm2788363,"nm2788363,nm0721944",Rela.,2010,2010-12-03,42000000.0,5666340.0,8514325.0,2847985.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
The Descendants,115.0,"['Comedy', 'Drama']",7.3,223464.0,nm0668247,"nm0668247,nm0269542,nm0711110,nm2655611",FoxS,2011,2011-11-16,20000000.0,82624961.0,175507800.0,92882839.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Eagle,114.0,"['Action', 'Adventure', 'Drama']",6.2,61475.0,nm0531817,"nm0110591,nm0839996",Focus,2011,2011-02-11,25000000.0,19490041.0,38993548.0,19503507.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Suspiria,152.0,"['Fantasy', 'Horror', 'Mystery']",6.8,37360.0,nm0345174,"nm0000783,nm0630453,nm1738734",Amazon,2018,2018-10-26,20000000.0,2483472.0,7034615.0,4551143.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
The Book of Eli,118.0,"['Action', 'Adventure', 'Drama']",6.9,271307.0,"nm0400436,nm0400441",nm1729428,WB,2010,2010-01-15,80000000.0,94835059.0,158750817.0,63915758.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Legion,100.0,"['Action', 'Fantasy', 'Horror']",5.2,92709.0,nm0829820,"nm0076412,nm0829820",SGem,2010,2010-01-22,26000000.0,40168080.0,67647574.0,27479494.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
The Bounty Hunter,110.0,"['Action', 'Comedy', 'Romance']",5.6,112444.0,nm0855035,nm0861638,Sony,2010,2010-03-19,45000000.0,67061228.0,135808837.0,68747609.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Nutcracker in 3D,110.0,"['Action', 'Family', 'Fantasy']",4.3,3119.0,nm0464846,"nm0464846,nm0813068",Free,2010,2010-11-24,90000000.0,195459.0,20466016.0,20270557.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
The Legend of Hercules,99.0,"['Action', 'Adventure', 'Fantasy']",4.2,50352.0,nm0001317,"nm0393517,nm0316417,nm0001317,nm1048866",LG/S,2014,2014-01-10,70000000.0,18848538.0,58953319.0,40104781.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Silver Linings Playbook,122.0,"['Comedy', 'Drama', 'Romance']",7.7,621018.0,nm0751102,"nm0751102,nm2683048",Wein.,2012,2012-11-16,21000000.0,132092958.0,236412453.0,104319495.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Parental Guidance,105.0,"['Comedy', 'Family']",6.1,23711.0,nm0275698,"nm0011639,nm0843467",Fox,2012,2012-12-25,25000000.0,77267296.0,120832383.0,43565087.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Goosebumps,103.0,"['Adventure', 'Comedy', 'Family']",6.3,72858.0,nm1224299,"nm0501359,nm0018735,nm0438989,nm0830419",Sony,2015,2015-10-16,58000000.0,80069458.0,158905324.0,78835866.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Repo Men,111.0,"['Action', 'Crime', 'Sci-Fi']",6.3,96144.0,nm0764601,"nm1201715,nm1068424",Uni.,2010,2010-03-19,32000000.0,13942007.0,18195238.0,4253231.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Big Year,100.0,['Comedy'],6.2,39522.0,nm0291205,"nm0291442,nm2696996",Fox,2011,2011-10-14,41000000.0,7204138.0,7684524.0,480386.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Life as We Know It,114.0,"['Comedy', 'Drama', 'Romance']",6.6,113077.0,nm0075528,"nm0215130,nm2696149",WB,2010,2010-10-08,38000000.0,53374681.0,105887837.0,52513156.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Boyhood,165.0,['Drama'],7.9,315584.0,nm0000500,nm0000500,IFC,2014,2014-07-11,4000000.0,25379975.0,57273049.0,31893074.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Water for Elephants,120.0,"['Drama', 'Romance']",6.9,105812.0,nm1349376,"nm0481418,nm2717485",Fox,2011,2011-04-22,38000000.0,58709717.0,116809717.0,58100000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Monte Carlo,109.0,"['Adventure', 'Comedy', 'Family']",5.8,38731.0,nm0080120,"nm0080120,nm0086194,nm0535940,nm2797005,nm2719767",Fox,2011,2011-07-01,20000000.0,23186769.0,39686769.0,16500000.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Footloose,113.0,"['Comedy', 'Drama', 'Music']",5.9,43251.0,nm0108132,"nm0685673,nm0108132",Par.,2011,2011-10-14,24000000.0,51802742.0,62989834.0,11187092.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Winchester,99.0,"['Biography', 'Drama', 'Fantasy']",5.4,24351.0,"nm1294962,nm1294961","nm1129343,nm1294961,nm1294962",LGF,2018,2018-02-02,3500000.0,25091816.0,44378040.0,19286224.0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Skyfall,143.0,"['Action', 'Adventure', 'Thriller']",7.8,592221.0,nm0005222,"nm0701031,nm0905498,nm0517589,nm0001220",Sony,2012,2012-11-08,200000000.0,304360277.0,1110526981.0,806166704.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jonah Hex,81.0,"['Action', 'Drama', 'Fantasy']",4.7,51860.0,nm0371755,"nm0004410,nm0962729,nm1109098,nm2445025,nm1441218",WB,2010,2010-06-18,47000000.0,10547117.0,11022696.0,475579.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Dark Shadows,113.0,"['Comedy', 'Fantasy', 'Horror']",6.2,229818.0,nm0000318,"nm0334381,nm0041864,nm0193303",WB,2012,2012-05-11,150000000.0,79727149.0,238202668.0,158475519.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Blended,117.0,"['Comedy', 'Romance']",6.5,106491.0,nm0178997,"nm0578771,nm0784771",WB,2014,2014-05-23,45000000.0,46290741.0,127990741.0,81700000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lone Survivor,121.0,"['Action', 'Biography', 'Drama']",7.5,246641.0,nm0000916,"nm0000916,nm2877226,nm0732961",Uni.,2013,2013-12-25,40000000.0,125095601.0,149804632.0,24709031.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Paul,104.0,"['Adventure', 'Comedy', 'Sci-Fi']",7.0,220567.0,nm0609549,"nm0670408,nm0296545",Uni.,2011,2011-03-18,40000000.0,37412945.0,101162106.0,63749161.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
